Sigla	Disciplina	TPI	Recomendação	Ementa	Bibliografia Básica	Bibliografia Complementar
MCZA036-14	Análise de Algoritmos II	4-0-4	Análise de Algoritmos	A estratégia gulosa. Matróides e fundamentos teóricos da estratégia gulosa. Árvore geradora mínima, código de Huffman, Fórmulas de Horn. Métodos geométricos elementares e interseção geométrica. Problemas do Fecho convexo e dos pares de pontos mais próximos. Problemas de Otimização e Algoritmos aproximativos. Algoritmos aproximativos para Mochila, Cobertura, Caxeiro Viajante. Paradigma quantico, qubits, superposição e medida. Algoritmo de fatoração de Shor e Algoritmo de busca de Grover.	"Sanjoy Dasgupta, Christos Papadimitriou, Umesh Vazirani. Algorithms. Boston: McGraw-Hill, c2008. ISBN 73523402.
A Yu Kitaev, A H Shen, M N Vyalyi. Classical and quantum computing.
Providence, EUA: AMS, c2002. ISBN 821832298
Thomas Cormen, Charles E Leiserson, Ronald L Rivest, Clifford Stein.
Algoritmos: Teoria e prática. Editora Campus, 2002. ISBN 8535209263."	"David McMahon. Quantum computing explained. Hoboken, NJ: Wiley-IEEE Computer Society Press, c2008. ISBN 9780470096994.
Noson S Yanofsky, Mirco A Mannucci. Quantum computing for computer scientists. Cambridge, Inglaterra: Cambridge University press, 2008. ISBN 9780521879965
Udi Manber. Introduction to algorithms: a creative approach. Reading, Mass: Addison-Wesley, c1989. ISBN 201120372
D J A Welsh. Matroid theory. Edição 2. ed. Londres: Oxford, c2011. ISBN 9780198566946."
NHT3067-15	Análise de Fourier e Aplicações	4-0-4	BCN0407-15 Funções de Varias Variáveis; NHT3066-15 Variáveis Complexas e Aplicações	Séries de Fourier, integração, diferenciação. Representação de funções por séries de Fourier e o fenômeno de Gibbs. Aplicações de séries de Fourier em problemas de contorno: equações do calor, de Laplace, de cordas e de membranas. Transformadas de Fourier, inversão, derivação e teorema de convolução. Função Delta de Dirac. Aplicações em problemas de contorno e na mecânica quântica. Transformadas de Laplace, inversão e aplicações.	"1- Arfken & Weber - Mathematical Methods for Physicists; Spiegel - Análise de Fourier.
2- JORGE L. DE LYRA, MÉTODOS MATEMÁTICOS PARA FÍSICA E ENGENHARIA - VOLUME 2 - TRANSFORMADAS DE FOURIER
3- FIGUEIREDO,DJAIRO GUEDES DE, ANÁLISE DE FOURIER E EQUAÇÕES DIFERENCIAIS PARCIAIS"	"1- ANDREWS, G. E.; ASKEY, R.; ROY, R. Special Functions, Cambridge University Press, 1999.
2- OLIVEIRA, C. E. ; MAIORINO, J. E. Introdução aos métodos da Matemática aplicada. Campinas: Editora da Unicamp, 1997.
3- BUTKOV, E.; Física Matemática. LCT. 1998.
4- MARY L. BOAS, MATHEMATICAL METHODS IN THE PHYSICAL SCIENCES
5- David W. Kammler, A First Course in Fourier Analysis"
MCZA001-13	Análise de Projetos	2-0-2	Não tem	Introdução à Análise de Sistemas. Metodologia de Desenvolvimento Orientada a Objetos. Aspectos de Arquitetura de Software.	"LARMAN, C. Utilizando UML e Padrões – Uma Introdução à Análise e ao Projeto Orientado a Objetos. Porto Alegre: Bookmann, 2001.
BOOCH,G. Object-Oriented Analysis and Design with Applications. Massachusets: Addison-Wesley, 1994.
RUMBAUGH, J. Modelagem e Projeto Baseados em Objetos. Rio de Janeiro: Campus, 1994."	"AMBLER, S. W. Agile Modeling: Effective Practice for Extreme Programming and the Unified Process. John Wiley, 2002.
BOOCH, G., RUMBAUGH, J., JACOBSON, I. UML, Guia do Usuário. Rio de Janeiro: Campus, 2000.
COLEMAN,D. et Alli. Desenvolvimento Orientado a Objetos: O Método FUSION. Rio de Janeiro: Campus, 1996.
COOCKBURN, A. Agile Software Development. Massachusets: Addison Wesley, 2001. FOWLER, M. Scott, K. UML Essencial. POA: Bookmann, 2000.
KRUCHTEN, P. The Rational Unified Process: An Introduction. 2nd. Ed. Massachusets: Addison-Wesley, 2000."
ESZG001-13	Análise de Redes de Transporte e Distribuição	4-0-5	Pesquisa Operacional	Conceituação; grafos, redes e modelos de rede; modelos de problemas de transporte e atribuição; máximo fluxo em redes; mínimo custo do fluxo em rede; otimização do transporte em redes; aplicação com uso de recurso computacional; técnicas heurísticas de busca.	"BOAVENTURA Neto, P. O.; Grafos: Teoria, Modelos, Algoritmos. São Paulo: Edgard Blucher, 2006. ISBN: 9788521203919. 
MARTEL, A.; VIEIRA, B. R.; Análise e Projetos de Redes Logísticas. São Paulo: Saraiva, 2008. ISBN: 9788502067875. 
TAHA, H. A.; Pesquisa Operacional.  São Paulo: Prentice Hall, 2008. ISBN: 9788576051503."	"CORREA, H. L. Gestão de redes de suprimentos. São Paulo: Atlas, 2010.
ROUSSEAU, J. A.; Manual de distribuição. Lisboa: Principia Editora, 2008.
CIPOLI, J. A. Engenharia de distribuição. Rio de Janeiro: Qualitymark, 1.993.
DORNIER, P. P. et al. Logística e operações globais: texto e casos. São Paulo: Atlas, 2009. 
CHISTOPHER, M.; SILVA, M. C. Logística e gerenciamento da cadeia de suprimentos: criando redes que agregam valor. São Paulo: Cengage Learning, 2010."
ESZE004-13	Análise de Redes de Transporte e Distribuição de Energia	4-0-5	Pesquisa Operacional	Conceituação; grafos, redes e modelos de rede; modelos de problemas de transporte e atribuição; máximo fluxo em redes; mínimo custo do fluxo em rede; otimização do transporte em redes; aplicação com uso de recurso computacional; técnicas heurísticas de busca.	"BOAVENTURA NETTO, Paulo Oswaldo. Grafos: Teoria, modelos, algoritmos. São Paulo: Editora Edgard Blücher, 2006. 314 p.
MARTEL, Alain; VIERA, Darli Rodrigues. Análise e projeto de redes logísticas. 2 ed. São Paulo: Saraiva, 2010. 236 p."	"LINSINGEN, Irlan Von. Fundamentos de sistemas hidráulicos. Florianópolis: UFSC, 2001. 397 p.
MACINTYRE, Josephy Archibald. Instalações hidráulicas prediais e industriais. 3.ed. Rio de Janeiro: LTC, 1996. 739 p.
MAMEDE FILHO, João. Instalações elétricas industriais. 7.ed. Rio de Janeiro: LTC, 2007. 914 p. (Ed. de acordo com a NBR 5410/97 e 14039).
MONTICELLI, Alcir. Introdução a sistemas de energia elétrica. Campinas: Editora Unicamp, 2003. 251 p. (Coleção Livro texto).
TELLES, Pedro C. Silva. Tubulações industriais: materiais, projetos, montagem. 10 ed. Rio de Janeiro: LTC, 2008. 252 p.
_______, Pedro C. Silva. Tubulações industriais: cálculo. 9 ed. Rio de Janeiro: LTC, 2008. 163 p."
MCZB002-13	Análise de Regressão	3-1-4	Álgebra Linear, Introdução à Inferência Estatística	Regressão Linear Simples. Regressão Linear Múltipla. Métodos de Diagnóstico. Métodos de Seleção de Variáveis. Modelos Lineares Generalizados.	"DRAPER, N.R. ; SMITH, H. Applied regression analysis. 3. ed. New York: John Wiley 1998.
LINDSEY, J.K. Applying generalized linear models. New York: Springer, 1997. 246 p.
NETER, J. et al. Applied linear statistical models, 4. ed. Times Mirror Higher Education Group. (1996).
RATKOVSKY, D.A. Nonlinear regression modeling. Marcel Dekker, 1983."	WILLIAMSON, D. P., SHMOYS, D. B., The Design of Approximation Algorithms, Cambridge University Press, 2011.
ESZC001-13	Análise de Séries Temporais - Tópicos Especiais	4-0-3	Econometria III	Introdução às séries temporais no domínio da frequência. A análise espectral clássica: conceitos e definições da análise de Fourier. Função de densidade espectral. Representações espectrais. Estimadores espectrais e estimadores espectrais suavizados. Testes para periodicidades. Introdução à análise de processos estocásticos integrados fracionariamente: conceitos e definições. Modelo auto-regressivo fracionariamente integrado e de médias móveis (ARFIMA). Estimadores do parâmetro de integração fracionária nos domínios do tempo e da frequência. Análise de cointegração fracionária em séries temporais: conceitos, definições e testes.	"BERAN, J. Statistics for Long-Memory Processes. Chapman & Hall. 1994.
MORETTIN, P. A.; TOLOI, C. M. C. Análise de Séries Temporais. Edgard Blücher. 2004.
PALMA, W. Long-Memory Time Series ¿ Theory and Methods. Wiley Series in Probability and Statistics. 2007."	"BROCKWELL P.J., DAVIS R.A. Introduction to Time Series and Forecasting. Springer. 2009.
GENÇAY, R.; SELÇUK, F.; WHITCHER, B. An Introduction to Wavelets and Other Filtering Methods in Finance and Economics. Academic Press. 2002.
ROBINSON, P. M. Time Series with Long-Memory. Advanced Texts in Econometrics. Oxford University Press. 2003.
SHUMWAY, R. H.; STOFFER, D. S. Time Series Analysis and its Applications. Ed. Springer. 2000.
ZIVOT, E.; WANG, J. Modeling Financial Time Series With S-Plus. Springer Science + Business Media, Inc. 2006."
ESTA005-13	Análise de Sistemas Dinâmicos Lineares	3-0-4	Instrumentação e Controle	Apresentação de sistemas dinâmicos lineares multivariáveis; descrição por equações de estado; extração dos autovalores e autovetores; matriz de transição de estados; estudo de estabilidade local e global; critérios de estabilidade de Lyapunov; linearização de sistemas dinâmicos não-lineares observabilidade; controlabilidade.	"GEROMEL, José C; ALVARO, G. B. Palhares. Análise linear de sistemas dinâmicos: teoria, ensaios práticos e exercícios. São Paulo: Editora Blucher, 2004. 376 p.
MONTEIRO, Luiz Henrique Alves. Sistemas dinâmicos. 2 ed. São Paulo: Editora Livraria da Física, 2006. 625 p."	"KATOK, Anatole; HASSELBLATT, Boris. A moderna teoria de sistemas dinâmicos. Suplemento por Luis Barreira: Hiperbolicidade, recorrência e dimensão. Lisboa, Portugal: Fundação Calouste Gulbenkian, 2005. 839 p. (Manuais universitários).
ORSINI, L.Q. Introdução aos sistemas Lineares. São Paulo: Editora LTC, 1985."
ESTU001-13	Análise de Sistemas e Modelagem Ambiental	0-2-4	Recomendada para o final do curso	Introdução à Teoria Geral de Sistemas. Análise de sistemas ambientais. Modelagem de sistemas ambientais. Conceituação, desenvolvimento e aplicação. Programação Linear. Interfaces de utilização e aplicações práticas da modelação matemática em sistemas ambientais. Modelos de simulação aplicados a casos de cunho ambiental. Estudos de técnicas de simulação em situações e problemas ambientais	"CHRISTOFOLETTI, A. Modelagem de Sistemas Ambientais. São Paulo. Edgard Blucher. 1999.
TUCCI, Carlos E. M.; Modelos Hidrológicos. Editora UFRGS, 2005. 680 p.
VON SPERLING, M.; Estudos e modelagem da qualidade da água de rios. 1ª Edição. Ed. UFMG, 2007 588p. ISBN: 85-88556-07-2."	"BARNSLEY, Michael J.; Environmental modeling: a practical introduction. New York: CRC Press, c2007. 406 p. (Environmental Science and technology). Acompanha CD-ROM. ISBN 0415300541.
FORD, A.; Modeling the environment: an introduction to system dynamicis modeling of environmente systems. 1 ed. Island Press, 1999. 415p.
HILLIER, F. S.; LIEBERMAN, G. J.; Introdução à Pesquisa Operacional. São Paulo: McGraw-Hill, 2006. ISBN: 8586804681
JORGENSEN, S. E.; Fundamentals of Ecological Modelling, Developments in Environmental Modelling, 9. New York, USA: Elsevier Science Publishing Company Inc., 1986.
ZILL, D. G.; Equações diferenciais com aplicações em modelagem. São Paulo. Pioneira Thompson Learning. 2003."
ESTB014-13	Análise e Controle de Sistemas Mecânicos	2-2-4	Modelagem e Simulação de Sistemas Biomédicos	Esta disciplina tem como objetivo ensinar ao aluno a análise das respostas de um sistema mecânico biomédico controlado por malha fechada, e o projeto e o uso de controladores PID num sistema mecânico.	"OGATA, K. Engenharia de controle moderno. 4a ed. Prentice Hall, 2003. 788p. 
KHOO, M.C.K.. Physiological Control Systems. Wiley-IEEE press, 1999. 319p. 
SPONG, M.W.; HUTCHINSON, S.; VIDYASAGAR, M. Robot Modeling and Control. Wiley, 2005. 496p. "	"PONS, J.L. Wearable Robots:Biomechatronic Exoskeletons. Wiley, 2008. 358p. 
NISE, N.S. Control Systems Engineering. 4th ed. Wiley, 2003. 983p. "
ESHC001-13	Análise Econômica de Projetos	3-0-3	Não há	Noções de empreendedorismo, com foco nas características do empreendedor de sucesso. Oprojeto no processo de planejamento da empresa. Elaboração de projetos: etapas e roteiro. Análisedos aspectos da empresa/negócio: aspectos ambientais e mercadológicos, Aspectos técnicos e delocalização e aspectos financeiros. Linhas de financiamento. Análise da viabilidade.	"CORREIA NETO, JOCILDO F. Elaboração e Avaliação de Projetos de Investimento. Rio de Janeiro: Editora Campus, 2009.
GITMAN, LAWRENCE J. Administração Financeira e Orçamentária. 12. ed. Editora Addison Wesley, 2010.
ROSS, STEPHEN A., WESTERFIELD, R. W., JORDAN, B. Administração Financeira. 8. ed. Editora Mc-Graw-Hill, 2008."	"BORDEAUX-RÊGO, Ricardo, et al. Viabilidade Econômico-Financeira de Projetos. Rio de Janeiro, editora FGV, 3ª edição, 2010.
BUARQUE, CRISTOVAM. Avaliação Econômica de Projetos: uma Apresentação Didática. Rio de Janeiro, Elsevier, 1994.
CLEMENTE, ADEMIR. SOUZA, ALCEU. Decisões Financeiras e Análise de Investimentos, 6ª edição. Editora Atlas, 2008.
ERLICH, PIERRE JACQUES. Engenharia Econômica. Editora Atlas, 6ª edição, 2005.)
PUCCINI, ABELARDO DE LIMA. Matemática Financeira ¿ Objetiva e Aplicada. Editora Campus, 9ª edição, 2011."
ESTE005-13	Análise Econômica de Projetos Energéticos	3-1-4	Engenharia Econômica	Introdução à análise econômica. Métodos de análise de viabilidade de investimentos aplicados a projetos energéticos. Alternativas de investimento e tomada de decisão. Decisões sob incertezas. Elaboração de cenários. Riscos no mercado de energia. Análise de mercado. Modelos de projeção. Regressão linear simples e múltipla. Séries temporais. Modelos técnico-econômicos de desagregação setorial.	"BLANK, L., TARQUIN, A. Engenharia Econômica . Tradução da sexta edição. Editora McGraw Hill. São Paulo. 742 p.
HILL, R. C., GRIFFITHS, W. E., JUDG E, G. G. Econometria. Tradução da segunda edição. Editora Saraiva. São Paulo. 2006.
MANKIW, N. G. Princípios de Microeconomia - Tradução da 3ª Ed. Editora Thompson"	"KAPLAN, S. Energy Economics ¿ Quantitative methods for energy and environmental decisions. McGraw Hill, Nova York, 1983.
BROCKWELL, P. J., DAVIS, R. A. Introduction to Time Series and Forecasting. Second Edition. Springer. Estados Unidos. 2002. 428 p.
LIZARDO, J. , ARAUJO, R. H., Modelos de planejamenteo energético, Tese preparada para o concurso de professor titular, COPPE/UFRJ, 1988.
MEIER, P., Energy systems analysis for developing countries, Ed. Springer-Verlag, Berlim, 1984.
PINGUELLI Rosa, L. R., A questão energética mundial e o potencial dos trópicos. O futuro da civilização dos trópicos, Ed. EdUnB, Brasilia, 1990."
ESZE012-13	Análise Estática em Sistemas Elétricos de Potência	2-2-4	Introdução aos Sistemas Elétricos de Potência	Esta disciplina aborda a modelagem dos componentes que envolvem sistemas elétricos de potência em regime permanente. Fluxo de potência para redes elétricas: fluxo de potência DC; fluxo de potência AC; fluxo de potência para sistemas de distribuição. Métodos de solução. Ajustes e controles. Elos em corrente contínua.	"ROBBA, E. J.: Introdução a Sistemas Elétricos de Potência, Editora Edgard Blucher; 2ª edição, 2000. 
MONTICELLI, A.; GARCIA, A.: Introdução a Sistemas de Energia Elétrica, Editora Unicamp, 1ª edição, 2004.
POWELL, L: Power System Load Flow Analysis, McGraw-Hill Professional; 1ª edition, 2004."	"KAGAN, Nelson; OLIVEIRA, Carlos César Barioni de; ROBBA, Ernesto João;  Introdução aos sistemas de distribuição de energia elétrica. Rio de Janeiro: Edgard Blücher, 2005. ISBN  8521203551 
STEVENSON JUNIOR, William D.; Elementos de análise de sistemas de potência. São Paulo :McGraw-Hill, 1975. 
GRAINGER, J. J., STEVENSON, W. D., Power System Analysis, Mc Graw-Hill Ed., 1994. 
ELGERD, O., Electric Energy System Theory: An Introduction,  McGraw-Hill, 1971. 
MONTICELLI, A., Fluxo de Carga em Redes de Energia Elétrica, Edgar Blucher, 1983."
ESZS016-13	Análise Experimental de Estruturas	1-3-3	Mecânica dos Sólidos	Objetivos da análise experimental. Introdução à análise dimensional e de incertezas. Dispositivos para medições de forças, deslocamentos e deformações (Tensões e Deformações). Extensometria, Transdutores de Força e de Pressão, Sistemas de aquisição de dados. Procedimentos de ensaios. Interpretação de resultados. Noções de medição de deformações com fibra  ótica. Acelerometria e tratamento de sinais. Estudos de casos - Exemplos de aplicação em laboratórios.	"CARNEIRO, F. L. ¿Análise Dimensional e Teoria da Semelhança e dos Modelos Físico¿ 2ª. Ed., Editora UFRJ, Rio de Janeiro, 1996.
LINK, Walter. ¿Tópicos Avançados da Metrologia Mecânica: confiabilidade metrológica e suas aplicações¿ 1ª. Ed. Emic.Curitiba. 2001.
TAKEYA, T. ¿Análise Experimental de Estruturas¿ São Carlos, EESC-USP, 2000 (notas de aula)."	"ACHCAR, J.A.. Planejamento de experimentos em engenharia e indústria, Editora EESC/USP - São Carlos-SP, 1995. 
LOBO CARNEIRO, Fernando.  Análise dimensional e teoria da semelhança e dos modelos físicos. Rio de Janeiro, UFRJ EDITORA, 1992.
NETO, B.B.; SCARMINIO, I.S.; BRUNS, R.E.. Planejamento e otimização de experimentos, Editora UNICAMP, 2001.
REESE, R. T; KAWAHARA, W. A . Handbook on structural testing. USA. Society for Experimental Mechanics, Inc. Bethel, Connecticut - THE FAIRMONT PRESS, INC. 1993. 
SABINS, G. M. et al. Structural modeling and experimental techniques. USA, Prentice-Hall, Inc. 1983.
SILVA, W. P.; SILVA, C. M. D. P. S. ¿Tratamento de Dados Experimentais¿ 2ª. Ed. Editora da UFPB, João Pessoa, 1998."
