SIGLA	DISCIPLINA	TPI	RECOMENDAÇÃO	EMENTA	BIBLIOGRAFIA BÁSICA	BIBLIOGRAFIA COMPLEMENTAR
ESHC031-17	Macroeconomia Pós-Keynesiana	4-0-4	Macroeconomia I	Princípios metodológicos: contestação da maximização e do equilíbrio. Economia e sua complexidade: interação entre a micro e a macroeconomia. O Princípio da Demanda Efetiva e a crítica à Lei de Say. Keynes: a determinação do emprego e da renda. Incerteza e expectativas em Keynes. Preferência pela Liquidez, demanda de moeda e lei de precificação dos ativos. Teoria dos preços e da distribuição em Kalecki. Determinantes do investimento e ciclos econômicos. Minsky e a instabilidade financeira. Modelos de crescimento com restrição externa. Lei de Thirlwall.	"KALECKI, Michal. Teoria da Dinâmica Econômica. Coleção Os Economistas, Editora Nova Cultural, 1985. 
KEYNES, John Maynard. A teoria geral do emprego, do juro e da moeda. Coleção Os Economistas. Editora Nova Cultural, 1985. 
MINSKY, Hyman. John Maynard Keynes. Campinas: Editora Unicamp, 2011."	"KALDOR, Nicolas. Further Essays on Economic Theory, N. York: Holmes & Meier, 1978. 
MCCOMBIE, J. S. L.; THIRLWALL, A. P. Essays on Balance of Payments Constrained Growth: Theory and Evidence. Routledge, Londres, 2004. 
POMERANZ, Lenina; MIGLIOLI, Jorge; LIMA, Gilberto Tadeu (orgs) Dinâmica Econômica do Capitalismo Contemporâneo: Homenagem a M. Kalecki, São Paulo: Edusp, 2001. 
PASINETTI, Luigi. Cambridge and the Cambridge Keynesians. Cambdridge University Press. 2007. 
ROBINSON, Joan. The accumulation of Capital. Londres: Palgrave. 1969. "
ESZS025-17	Máquinas de Fluxo	4-0-4	Mecânica dos Fluidos I	Definições básicas máquinas operatrizes e motoras. Bombas centrífugas, de fluxo axial e misto. Turbinas de ação e reação. Compressores. Turbinas com escoamento compressível. Análise de desempenho e projeto de hélices aeronáuticas e marítimas e de turbinas hidráulicas e Eólicas.	"PFLEIDERER, C.; PETERMANN, H. Máquinas de Fluxo. Rio de Janeiro: LTC, 1979.
FOX, R. W.; MCDONALD, A. T.; PRITCHARD, P. J. Introdução à Mecânica dos Fluidos, 6. Ed., Rio de Janeiro: LTC, 2006.
MUNSON, B. R.; YOUNG, D. F.; OKIISHI, T. H. Fundamentos da Mecânica dos Fluidos, Tradução da 4. Ed. Americana - São Paulo: Edgard Blücher, Ltda, 2004."	"McALLISTER, E. W. Pipeline Rules of Thumb Handbook: A Manual of Quick, Accurate Solutions to Everday Pipeline Engineering Problems. 7. ed. Oxford: Elsevier, 2009.
MENON, E. S. Piping Calculations Manual. New York: McGraw-Hill, 2008.
MENON, E. Shashi; MENON, Pramila S.; Working Guide to Pump and Pumping Sations: Calculations and Simulations. Boston: Gulf Professional Publishing, 2009.
STEPANOFF, A.J. Centrifugal and axial flow pumps. 2. ed. New York: John-Wiley & Sons, 1967. VOLK, M. Pump Characteristics and Applications, 2. ed. London: Taylor & Francis, 2005.
SOUZA, Z. Projeto de Máquinas de Fluxo: Bombas Hidráulicas com Rotores Radiais. Rio de Janeiro: Editora Interciência.
SOUZA, Z. Projeto de Máquinas de Fluxo: Turbinas Hidráulicas com Rotores axiais. Rio de Janeiro: Editora Interciência.
SOUZA, Z. Projeto de Máquinas de Fluxo: Ventiladores e Compressores com Rotores Axiais e Radiais. Rio de Janeiro: Editora Interciência.
SOUZA, Z. Projeto de Máquinas de Fluxo: Turbinas Hidráulicas com Rotores Radiais. Rio de Janeiro: Editora Interciência."
ESTA016-17	Máquinas Elétricas	4-0-4	Circuitos Elétricos II	Introdução às máquinas rotativas. Máquinas de corrente contínua: aspectos do circuito elétrico e magnético, circuito equivalente. Máquinas Síncronas: aspectos do circuito elétrico e magnético, circuito equivalente, obtenção dos parâmetros pelas características de operação em vazio e em curto-circuito, características de operação em regime permanente, efeitos dos polos salientes. Motores de Indução: aspectos do circuito elétrico e magnético, circuito equivalente, características de operação em regime permanente. Obtenção dos parâmetros e , efeito de sua mudança nas características de operação.	"FITZGERALD, A. E. ; KINGSLEY, C.; UHMANS, S. “Máquinas Elétricas”, Tradução Anatólio Laschuk, - 7. ed. Porto Alegre: Bookman, 2014.
SEN, P. C.; Principles of Electric Machines and Power Electronics, Editora John Wiley & Sons, 2a edição, 1996.
CHAPMAN, S. J. , “Fundamentos de Máquinas Elétricas”, Mc Graw Hill, 5a edição 2013."	"B. K. BOSE, Modern Power Electronics and AC Drives, Prentice Hall, 2001. FALCONE, A. G. “Eletromecânica”, vol 1, Edgard Blucher, 1985
PAUL C. KRAUSE; OLEG WASYNCZUK;SCOTT D. SUDHOFF. Analysis of Electric Machinery and Drive Systems (2nd Edition) 2002,Wiley-IEEE Press ISBN: 978-0-471-14326-0
ION BOLDEA, SYED A. NASAR, Electric Drives, Second Edition, CRC Press (Electric Power Engineering Series), 1999
CHEE-MUN ONG, Dynamic Simulations of Electric Machinery: Using MATLAB/SIMULINK Prentice Hall, 1998, ISBN: 0-13-723785-5
DEL TORO, V.; Fundamentos de Máquinas Elétricas, Editora LTC, 1994."
ESZE085-17	Máquinas Térmicas de Fluxo	4-0-4	Sistemas Térmicos	Fundamentos de termodinâmica e aerodinâmica; Estudo de turbinas térmicas e compressores: classificação, componentes, equipamentos auxiliares, operação, análise de eficiência, critérios de seleção e curvas características. Especificação básica e projeto preliminar.	"SOUZA, Z.; Plantas de geração térmica a gás: turbinas a gás, turbocompressor, recuperador de calor e câmara de combustão. Rio de Janeiro: Editora Interciência, 2014.
MAZURENKO, A. S.; SOUZA, Z.; LORA, E.E.S.; Máquinas Térmicas de Fluxo: Cálculos termodinâmicos e estruturais. Rio de Janeiro: Editora Interciência, 2013.
COHEN, H.; ROGERS, G. F. S.; SARAVANAMUTTOO, H. I. H.; Gas Turbine Theory. 4ed. Logman Group. 1996."	"BOYCE, M. P.; Gas Turbine Engineering Handbook, 3º Ed. Gulf Professional Publishing, 2006.
BLOCH, H. P. A.; Practical guide to compressors technology. Wiley-Interscience; 2 edition.
BROWN, R. N.; Compressors: Selection and Sizing. Gulf Professional Publishing; 3 edition, 2005.
BATHIE, W.; 1996, Fundamentals of Gas Turbine, John Wyley& Sons, Inc., New York – USA, 450p.
ÇENGEL, Y. A.; BOLES, M. A. Termodinâmica. 5ª ed. São Paulo. Mcgraw Hill, 2006. 848 p. ISBN 8586804665.
Retirar: MORAN, M. J.; SHAPIRO, H. N. Princípios de Termodinâmica para engenharia. 4ª ed. Rio de Janeiro:LTC, 2002. 680 p. ISBN 852161340-7.
SONNTAG, R. E.; BOGNAKKE, C.; VAN WYLEN, G. J. Fundamentos da Termodinâmica Clássica; tradução da 6ª ed. americana. Ed. Edgard Blücher, 2003."
MCTB019-17	Matemática Discreta	4-0-4	Funções de Uma Variável	Teoria intuitiva dos conjuntos. Operações com conjuntos. Álgebra de conjuntos. Relações: relações de equivalência, relações de ordem. Funções. Coleções de Conjuntos. Conjuntos Numéricos. Cardinalidade. Técnicas de demonstração: prova direta, prova por contradição. Indução Finita. Introdução à Análise Combinatória. Princípio multiplicativo. Princípio aditivo. Permutação, arranjo, combinação. Princípio de inclusão e exclusão. O princípio da casa dos pombos. Funções geradoras. Partição de um inteiro. Relações de recorrência.	"GRIMALDI, R. P. Discrete and combinatorial mathematics: an applied introduction. 5th ed. Boston: Addison-Wesley, 2004.
LOVÁSZ, L.; PELIKÁN, J.; VESZTERGOMBI, K. Matemática Discreta. Rio de Janeiro: SBM, 2013.
SANTOS, J. P. O; MELLO, M. P.; MURARI, I. T. C. Introdução à Análise Combinatória. 1. ed. Rio de Janeiro: Ciência Moderna, 2007."	"HALMOS, P. R. Teoria Ingênua dos Conjuntos. São Paulo: Ciência Moderna, 2001.
LIPSCHUTZ, S. S.; LIPSON, M. L. Teoria e problemas de matemática discreta. 2. ed. Porto Alegre: Bookman, 2004.
MATOSEK, J.; NESETRIL, J. Invitation to discrete mathematics. 2nd ed. Oxford: Oxford University Press, 2009.
ROSEN, K. H. Matemática discreta e suas aplicações. 6. ed. São Paulo: McGraw-Hill, 2009.
SCHEINERMAN, E. R. Matemática Discreta: uma introdução. 1. ed. Thompson, 2003.
VELLEMAN, D. J. How to prove it: a structured approach. 2nd ed. Cambridge: Cambridge University Press, 2006."
MCZD004-18	Matemática nos Anos Iniciais	2-2-4	Didática; Desenvolvimento e Aprendizagem; Didática da Matemática		"BRENDA, L. S. M.; PASSOS, C. L. B.; NACARATO, A. M. A Matemática nos anos iniciais do Ensino Fundamental. São Paulo. Editora autentica. 2009. 
NACARATO, A. M. Escrita e Leitura na Educação Matemática. São Paulo. Editora autentica. 2012. 
MORETTI, V. D. SOUZA, N. M. M. DE. Educação matemática nos anos iniciais do ensino fundamental: princípios e práticas pedagógicas. São Paulo: Cortez, 2015."	"DELIZOICOV, D.; ANGOTTI, J. A. Metodologia do Ensino de Ciências. São Paulo. Editora Cortez. 1997. 
FREITAS, M. T. M.; FIORENTINI, D. As possibilidades formativas e investigativas da narrativa em educação matemática. Horizontes, Bragança Paulista, SP, v. 25, n. 1, p. 63-71, jan./jun. 2007. 3. 
GOLBERT, C. S. Novos rumos na Aprendizagem da Matemática – Conflito, Reflexão e Situações-problemas. São Paulo. Editora Mediação. 2002. 
KAMII, C. A criança e o número. Trad. Regina A. de Assis. Campinas: Papirus, 1990. 
LORENZATO, S. Educação Infantil e percepção matemática. 3ªed. Campinas: Autores Associados, 2011."
ESTM017-17	Materiais Cerâmicos	4-0-4	Ciência dos Materiais	Histórico da obtenção e utilização de materiais cerâmicos. Matérias primas cerâmicas. A ligação iônica e covalente e sua importância em materiais cerâmicos. Microestrutura de materiais cerâmicos. Principais tipos de estruturas e defeitos cristalinos encontradas em cerâmicas. Estrutura de silicatos. Interpretação de diagramas de fases binários e ternários. Estrutura e crescimento de grãos em materiais cerâmicos. Reações no estado solido. Processos de conformação de materiais cerâmicos. Secagem, sinterização e acabamento. Tecnologia de vidros. Propriedades típicas de materiais cerâmicos. Aplicações de materiais cerâmicos	"KINGERY, W.D.; BOWEN, H.K.; UHLMANN, D.R.; Introduction To Ceramics, Series: Wiley Series On The Science And Technology Of Materials, John Wiley & Sons, 1976.
BARSOUM, M.W.; Fundamentals of Ceramics. Taylor/Francis, 2003.
CARTER, C. B.; NORTON, M. G. Ceramic Materials: science and engineering, Springer 1st edition 2007.
CHIANG, Y.M.; BIRNIE, D.P.; KINGERY, W.D.; Physical ceramics: principles for ceramic science and engineering. New York: J. Wiley, c1997"	"RICHERSON, David W.; Modern ceramic engineering: processing, and use in design. 3a. ed.. Boca Raton: CRC Press, 2006.
RICE, ROY W.; Ceramic Fabrication Technology, CRC, 2002.
REED, James S.; Principles Of Ceramics Processing, Wiley-Interscience; 2 Edicao, 1995.
SHACKELFORD, J.F.; DOREMUS, R.H.; Ceramic and glass materials: structure, properties and processing, Springer, 1st edition, 2008.
VAN VLACK, Lawrence H.; Princípios de ciência e tecnologia dos materiais. Rio de Janeiro: Campus, 1984. 567 p."
ESTM008-17	Materiais Compósitos	3-1-4	Materiais Poliméricos; Materiais Cerâmicos; Materiais Metálicos	Tipos e classificação (materiais para matriz e fase dispersa), Compósitos de matriz metálica, matriz polimérica e matriz cerâmica. Fases dispersas: fibras e partículas. Interfaces: matriz/fase dispersa Micromecânica. Defeitos e falhas. Aperfeiçoamento das propriedades, propriedades sob medida. Comparação com componentes originais. Processamento de compósitos. Aplicações de compósitos.	"CHAWLA, KRISHAN KUMAR; Composite materials: science and engineering. 2nd Ed., New York: Springer, 1998.
GAY, D.; HOAV, S.; TSAI; STEPHEN, W.; Composite Materials; 2nd Edition, CRC, 2007.
NETO, F.L.; PARDINI, L.C.; Compósitos Estruturais; Ed. Edgard Blucher, 1ª edição, 2006"	"KAW, A.K.; Mechanics of composites materials. 2nd Edition Taylor & Francis, 2005. GIBSON, R.F.; Principles of composite material mechanics. 2nd Edition, CRC Press, c2007.
KALPAKJIAN, S.; Manufacturing, Engineering and Technology, 6th Edition, Pearson/Prentice Hall, 2010.
MALLICK, P.K.; Fiber-Reinforced Composites: Materials, Manufacturing, and Design. 3ª. ed., editora CRC, 2007.
VOORT, G. G. V., ASM Handbook, vol 21: composites, ASM International, 2001.
STRONG, A.B.; Fundamentals of Composites Manufacturing. Materials, Methods and Applications. Society of Manufacturing Engineers (SME). 2008."
ESTS009-17	Materiais Compósitos e Aplicações Estruturais	4-0-4	Materiais e suas Propriedades; Mecânica dos Sólidos I	Conceitos básicos: materiais, processos; Comportamento elástico da lâmina compósita – macro mecânica; Resistência da lâmina unidirecional – macro mecânica; Comportamento elástico de lâminas multidirecionais; Tensão e falha de lâminas multidirecionais; Métodos experimentais para caracterização e teste de matérias compósitos.	"ISAAC, M. Daniel; ORI Ishai. Engineering Mechanics of Composite Materials. 2. ed. New York, Oxford: Oxford University Press, 2006
JONES, M. Robert. Mechanics of Composite Materials. 2. ed. New York, London: Taylor & Francis, 1999
GAY, Daniel. Matériaux Composites. 2. ed. Paris: Hermès, 1989."	"CHRISTENSEN, M. Richard. Mechanics of Composite Materials. Dover: 2005.
BARBERO, J. Ever. Introduction to Composite Materials Design. Philadelphia: Taylor & Francis, 1999.
GAY, Daniel; HOA V. Suong. Composite Materials: Design and Applications. 2. ed. Boca Raton: CRC Press, 1997.
REDDY, J. N. Mechanics of Laminated Composite Plates and Shells: Theory and Analysis. 2. ed. Boca Raton: CRC Press, 2004.
MENDOÇA, Paulo de Tarso M. Materiais Compostos & Estruturas Sanduiche. Barueri: Manole, 2005."
ESTO006-17	Materiais e Suas Propriedades	3-1-5	Não há	Revisão de estrutura atômica e ligações químicas. Classificação dos materiais: metais, polímeros, cerâmicas e materiais avançados (compósitos, semicondutores, etc.). Microestrutura dos materiais: estrutura cristalina e defeitos em metais, cerâmicas e polímeros. Propriedades dos materiais: mecânicas, térmicas, elétricas, ópticas e magnéticas. Caracterização de materiais: técnicas de análise microestrutural e ensaios mecânicos.	"CALLISTER JR., W.D.; Ciência e Engenharia de Materiais: Uma Introdução. 7a edição, GEN-LTC, 2008.
CALLISTER JR., W.D., Fundamentos da Ciência e Engenharia dos materiais : uma abordagem integrada, 2a edição, LTC, 2006.
VAN VLACK, L.H.; Princípios de Ciências e Tecnologia dos Materiais, Tradução da 4a edição atualizada e ampliada, Campus, 1984.
SHACKELFORD, JAMES F.; Introdução à Ciência dos Materiais para Engenheiros, 6a edição, Prentice Hall, 2008."	"VAN VLACK, L.H.; Princípios de Ciências dos Materiais, Blucher, 1970.
CALLISTER JR., W.D.; Materials Science and Engineering: An Introduction, 7th edition, John Wiley&Sons, 2007
ASKELAND, D. R.; Ciência e Engenharia dos Materiais, Cengage, 2008.
SHACKELFORD, JAMES F.; Introduction to Materials Science for Engineers; 6th edition, Pearson/Prentice Hall, 2004.
CHUNG, Y. W.; Introduction to Materials Science and Engineering, CRC Press, 2007. WHITE, M.A., Properties of Materials, Oxford University Press, 1999."
ESZE108-17	Materiais e Tecnologias de Conversão Fotovoltaica	2-0-2	Engenharia Solar Fotovoltaica	A Física da célula solar. Limites teóricos de eficiência de células solares. Células e módulos de silício monocristalino (m-Si) e policristalino (p-Si). Células e módulos de silício amorfo (a-Si). Células e módulos de arseneto de gálio (GaAs). Células e módulos de disseleneto de cobre e índio (CIS) e de disseleneto de cobre, gálio e índio (CIGS) . Células e módulos de telureto de cádmio (CdTe). Células e módulos de multijunção. Células e módulos de concentração (CPV). Células orgânicas. Células sensibilizadas por corantes.	"MESSENGER, R. A.; VENTRE, J. Photovoltaic Systems Engineering. Boca Raton: CRC Press, 3ª edição, 2010.
LUQUE, A. (Org.); HEGEDUS, S (Org.). Handbook of Photovoltaic Science and Engineering. Inglaterra: Editora John Wiley & Sons Ltda., 2ª edição, 2011.
MARKVART, T. (Org.); CASTAÑER, L. (Org.). Practical Handbook of Photovoltaics: Fundamentals and Applications. Amsterdam: Elsevier, 2ª edição, 2012.
GOETZBERGER, A.; HOFFMAN, V. Photovoltaic Solar Energy Generation. Berlim: Springer, 1ª edição, 2005."	"PINHO, J.T., (Org.); GALDINO, M. A., (Org.). Manual de Engenharia para Sistemas Fotovoltaicos. Rio de Janeiro: CRESESB, 2ª edição, 2014.
LORENZO, Eduardo. Electricidad Solar: Ingeniería de los Sistemas Fotovoltaicos. Madrid: Editorial PROGENSA, 1ª edição, 1994.
FRAIDENRAICH, N.; LYRA, F. Energia Solar: Fundamentos e Tecnologias de Conversão Heliotermoelétrica e Fotovoltaica. Recife: Editora Universitária da UFPE, 1ª edição, 1995."
